Time,Temperature_Fahrenheit,Relative_Humidity
2021-09-12 18:34:00,81.86,54
2021-09-12 19:04:00,79.34,57
2021-09-12 19:34:00,77.72,58.9
2021-09-12 20:04:00,76.46,60.6
2021-09-12 20:34:00,75.2,62
2021-09-12 21:04:00,74.66,62.4
2021-09-12 21:34:00,73.94,63.5
2021-09-12 22:04:00,73.4,64.5
2021-09-12 22:34:00,72.86,65.3
2021-09-12 23:04:00,72.32,66.2
2021-09-12 23:34:00,71.6,67.2
2021-09-13 00:04:00,71.06,68
2021-09-13 00:34:00,70.7,68.1
2021-09-13 01:04:00,70.16,69
2021-09-13 01:34:00,69.62,69.4
2021-09-13 02:04:00,69.62,70
2021-09-13 02:34:00,69.44,70.8
2021-09-13 03:04:00,69.44,71.2
2021-09-13 03:34:00,69.44,71.3
2021-09-13 04:04:00,69.44,71.4
2021-09-13 04:34:00,69.26,72
2021-09-13 05:04:00,68.9,71.9
2021-09-13 05:34:00,68.72,72.5
2021-09-13 06:04:00,68.36,72.5
2021-09-13 06:34:00,68.9,73.2
2021-09-13 07:04:00,72.14,70.2
2021-09-13 07:34:00,76.46,65
2021-09-13 08:04:00,80.42,60.7
2021-09-13 08:34:00,83.3,56.4
2021-09-13 09:04:00,86,52.7
2021-09-13 09:34:00,88.34,49.3
2021-09-13 10:04:00,91.04,46.6
2021-09-13 10:34:00,93.74,44.2
2021-09-13 11:04:00,94.1,43.5
2021-09-13 11:34:00,96.08,41.9
2021-09-13 12:04:00,96.62,41.5
2021-09-13 12:34:00,96.98,40.3
2021-09-13 13:04:00,97.34,39.9
2021-09-13 13:34:00,97.7,40.4
2021-09-13 14:04:00,96.62,39.8
2021-09-13 14:34:00,95.72,40.6
2021-09-13 15:04:00,91.4,45.2
2021-09-13 15:34:00,91.22,43.2
2021-09-13 16:04:00,91.4,43.3
2021-09-13 16:34:00,90.5,44.1
2021-09-13 17:04:00,88.88,45.8
2021-09-13 17:34:00,86.9,47.8
2021-09-13 18:04:00,84.92,49.7
2021-09-13 18:34:00,82.22,52.6
2021-09-13 19:04:00,79.7,55.6
2021-09-13 19:34:00,78.08,57.3
2021-09-13 20:04:00,76.82,59.5
2021-09-13 20:34:00,75.74,60.8
2021-09-13 21:04:00,74.84,62.2
2021-09-13 21:34:00,74.3,62.9
2021-09-13 22:04:00,73.94,63.6
2021-09-13 22:34:00,73.58,64.7
2021-09-13 23:04:00,73.22,65.4
2021-09-13 23:34:00,72.86,65.4
2021-09-14 00:04:00,72.68,66.5
2021-09-14 00:34:00,72.5,66.6
2021-09-14 01:04:00,71.78,67.4
2021-09-14 01:34:00,71.42,67.9
2021-09-14 02:04:00,71.42,68.9
2021-09-14 02:34:00,70.88,68.9
2021-09-14 03:04:00,70.88,69.6
2021-09-14 03:34:00,70.7,70.1
2021-09-14 04:04:00,70.7,70.8
2021-09-14 04:34:00,70.52,71.1
2021-09-14 05:04:00,70.34,71.1
2021-09-14 05:34:00,70.34,72.1
2021-09-14 06:04:00,70.16,72.5
2021-09-14 06:34:00,70.52,72.5
2021-09-14 07:04:00,71.6,72
2021-09-14 07:34:00,76.82,66.3
2021-09-14 08:04:00,77.9,65.1
2021-09-14 08:34:00,79.88,63
2021-09-14 09:04:00,83.3,58
2021-09-14 09:34:00,85.46,55
2021-09-14 10:04:00,85.28,54.7
2021-09-14 10:34:00,83.66,56.2
2021-09-14 11:04:00,83.66,56
2021-09-14 11:34:00,84.92,55
2021-09-14 12:04:00,89.78,50.2
2021-09-14 12:34:00,91.4,48.1
2021-09-14 13:04:00,87.98,51.4
2021-09-14 13:34:00,91.58,47
2021-09-14 14:04:00,94.1,45.1
2021-09-14 14:34:00,92.12,45.7
2021-09-14 15:04:00,91.58,45.8
2021-09-14 15:34:00,91.22,46.1
2021-09-14 16:04:00,89.42,48.3
2021-09-14 16:34:00,89.96,47.7
2021-09-14 17:04:00,87.8,49.9
2021-09-14 17:34:00,85.64,52.1
2021-09-14 18:04:00,82.4,55.7
2021-09-14 18:34:00,79.34,58.7
2021-09-14 19:04:00,77.72,61.5
2021-09-14 19:34:00,76.82,62.5
2021-09-14 20:04:00,75.38,65
2021-09-14 20:34:00,74.48,66.1
2021-09-14 21:04:00,74.12,67
2021-09-14 21:34:00,73.58,67
2021-09-14 22:04:00,73.22,68.5
2021-09-14 22:34:00,72.68,68.4
2021-09-14 23:04:00,72.32,69.2
2021-09-14 23:34:00,71.96,70.1
2021-09-15 00:04:00,71.78,70
2021-09-15 00:34:00,71.78,70.7
2021-09-15 01:04:00,71.6,71.1
2021-09-15 01:34:00,70.88,71.8
2021-09-15 02:04:00,70.16,72.6
2021-09-15 02:34:00,69.62,73.2
2021-09-15 03:04:00,69.26,73.1
2021-09-15 03:34:00,68.36,73.7
2021-09-15 04:04:00,68.18,74.8
2021-09-15 04:34:00,68.18,74.3
2021-09-15 05:04:00,68.18,75.4
2021-09-15 05:34:00,68.36,75.5
2021-09-15 06:04:00,68.18,75.6
2021-09-15 06:34:00,68.36,75.8
2021-09-15 07:04:00,70.7,73.8
2021-09-15 07:34:00,75.38,67.7
2021-09-15 08:04:00,80.42,62.3
2021-09-15 08:34:00,85.28,56.7
2021-09-15 09:04:00,88.52,51.7
2021-09-15 09:34:00,91.58,48.6
2021-09-15 10:04:00,93.2,44.1
2021-09-15 10:34:00,98.6,39.9
2021-09-15 11:04:00,94.46,43.8
2021-09-15 11:34:00,95.54,41.9
2021-09-15 12:04:00,95.9,41.1
2021-09-15 12:34:00,92.3,43.3
2021-09-15 13:04:00,90.5,45.7
2021-09-15 13:34:00,89.24,47.5
2021-09-15 14:04:00,89.42,46.8
2021-09-15 14:34:00,88.34,48.5
2021-09-15 15:04:00,88.34,48.1
2021-09-15 15:34:00,88.16,49.7
2021-09-15 16:04:00,90.32,47.8
2021-09-15 16:34:00,88.88,49.1
2021-09-15 17:04:00,87.8,50.3
2021-09-15 17:34:00,86.36,51.3
2021-09-15 18:04:00,84.56,53.4
2021-09-15 18:34:00,81.68,56.6
2021-09-15 19:04:00,79.16,59.5
2021-09-15 19:34:00,77.9,60.9
2021-09-15 20:04:00,76.1,63.2
2021-09-15 20:34:00,74.84,64.9
2021-09-15 21:04:00,73.76,66.3
2021-09-15 21:34:00,73.22,67
2021-09-15 22:04:00,72.68,67.6
2021-09-15 22:34:00,72.14,68.1
2021-09-15 23:04:00,71.24,69.8
2021-09-15 23:34:00,71.06,69.1
2021-09-16 00:04:00,70.7,70.2
2021-09-16 00:34:00,70.34,70.1
2021-09-16 01:04:00,69.8,71
2021-09-16 01:34:00,69.98,71.3
2021-09-16 02:04:00,70.34,70.7
2021-09-16 02:34:00,70.34,70.6
2021-09-16 03:04:00,69.98,70.8
2021-09-16 03:34:00,69.8,71.6
2021-09-16 04:04:00,69.62,72.5
2021-09-16 04:34:00,69.26,72.4
2021-09-16 05:04:00,69.44,73.1
2021-09-16 05:34:00,69.8,73.3
2021-09-16 06:04:00,69.98,73.3
2021-09-16 06:34:00,70.34,73.6
2021-09-16 07:04:00,71.06,72.7
2021-09-16 07:34:00,72.86,71.4
2021-09-16 08:04:00,76.82,67.9
2021-09-16 08:34:00,79.34,65.3
2021-09-16 09:04:00,79.88,64.5
2021-09-16 09:34:00,81.14,63.5
2021-09-16 10:04:00,84.38,59
2021-09-16 10:34:00,86.18,56.5
2021-09-16 11:04:00,91.22,51.8
2021-09-16 11:34:00,91.58,51.1
2021-09-16 12:04:00,93.92,47.8
2021-09-16 12:34:00,93.92,48.4
2021-09-16 13:04:00,93.56,48.6
2021-09-16 13:34:00,91.04,50.6
2021-09-16 14:04:00,91.76,50.2
2021-09-16 14:34:00,93.2,48.9
2021-09-16 15:04:00,91.76,49.7
2021-09-16 15:34:00,89.06,52.2
2021-09-16 16:04:00,87.44,53.5
2021-09-16 16:34:00,86.18,54.7
2021-09-16 17:04:00,85.1,55.8
2021-09-16 17:34:00,83.66,57
2021-09-16 18:04:00,82.4,58.1
2021-09-16 18:34:00,81.32,59.5
2021-09-16 19:04:00,80.24,61.1
2021-09-16 19:34:00,79.34,61.9
2021-09-16 20:04:00,78.62,63.4
2021-09-16 20:34:00,77,65
2021-09-16 21:04:00,75.92,66
2021-09-16 21:34:00,75.02,67.4
2021-09-16 22:04:00,75.2,67.1
2021-09-16 22:34:00,74.48,68.1
2021-09-16 23:04:00,73.4,69.5
2021-09-16 23:34:00,73.58,69.5
2021-09-17 00:04:00,73.94,69.1
2021-09-17 00:34:00,73.22,70
2021-09-17 01:04:00,72.5,70.8
2021-09-17 01:34:00,71.6,70.9
2021-09-17 02:04:00,71.06,72.2
2021-09-17 02:34:00,70.34,72.7
2021-09-17 03:04:00,69.98,73
2021-09-17 03:34:00,69.62,73.2
2021-09-17 04:04:00,69.08,74.5
2021-09-17 04:34:00,68.72,74.3
2021-09-17 05:04:00,68.9,75.4
2021-09-17 05:34:00,69.26,74.9
2021-09-17 06:04:00,68.9,75.1
2021-09-17 06:34:00,68.9,75.4
2021-09-17 07:04:00,70.34,75.3
2021-09-17 07:34:00,72.32,73.5
2021-09-17 08:04:00,74.3,70.8
2021-09-17 08:34:00,75.92,68.6
2021-09-17 09:04:00,77.54,66.2
2021-09-17 09:34:00,79.34,63.6
2021-09-17 10:04:00,80.42,62.1
2021-09-17 10:34:00,88.7,54.3
2021-09-17 11:04:00,88.88,52.4
2021-09-17 11:34:00,87.98,52.7
2021-09-17 12:04:00,88.16,52.3
2021-09-17 12:34:00,90.32,49.4
2021-09-17 13:04:00,91.76,47.4
2021-09-17 13:34:00,91.4,47.1
2021-09-17 14:04:00,90.32,48.1
2021-09-17 14:34:00,92.48,45.8
2021-09-17 15:04:00,92.3,46
2021-09-17 15:34:00,91.04,47.1
2021-09-17 16:04:00,90.86,46.2
2021-09-17 16:34:00,89.24,47.8
2021-09-17 17:04:00,88.16,48
2021-09-17 17:34:00,86.18,49.9
2021-09-17 18:04:00,83.66,53.1
2021-09-17 18:34:00,80.78,56
2021-09-17 19:04:00,78.44,59.5
2021-09-17 19:34:00,76.82,61.4
2021-09-17 20:04:00,75.38,63.4
2021-09-17 20:34:00,74.48,64.7
2021-09-17 21:04:00,73.76,65.4
2021-09-17 21:34:00,73.22,66.3
2021-09-17 22:04:00,73.04,67.1
2021-09-17 22:34:00,72.5,67.8
2021-09-17 23:04:00,72.14,68.6
2021-09-17 23:34:00,71.78,69
2021-09-18 00:04:00,71.42,69.2
2021-09-18 00:34:00,71.42,69.6
2021-09-18 01:04:00,71.42,69.4
2021-09-18 01:34:00,70.52,69.8
2021-09-18 02:04:00,69.8,70.6
2021-09-18 02:34:00,69.62,71.5
2021-09-18 03:04:00,69.26,71.4
2021-09-18 03:34:00,68.9,72.2
2021-09-18 04:04:00,68.72,72.5
2021-09-18 04:34:00,68.72,73
2021-09-18 05:04:00,68.72,72.6
2021-09-18 05:34:00,68.72,73
2021-09-18 06:04:00,68.72,73.2
2021-09-18 06:34:00,68.72,73.2
2021-09-18 07:04:00,71.42,71.4
2021-09-18 07:34:00,75.02,67.3
2021-09-18 08:04:00,78.62,62.1
2021-09-18 08:34:00,81.5,59.9
2021-09-18 09:04:00,82.58,56.9
2021-09-18 09:34:00,86,54.3
2021-09-18 10:04:00,83.66,55.9
2021-09-18 10:34:00,88.16,50.9
2021-09-18 11:04:00,86.36,52.6
2021-09-18 11:34:00,89.78,49
2021-09-18 12:04:00,89.24,49.9
2021-09-18 12:34:00,88.16,50.2
2021-09-18 13:04:00,88.52,49.3
2021-09-18 13:34:00,85.64,52.4
2021-09-18 14:04:00,84.2,54
2021-09-18 14:34:00,85.64,51.8
2021-09-18 15:04:00,85.28,51.8
2021-09-18 15:34:00,84.02,53.3
2021-09-18 16:04:00,82.58,54.8
2021-09-18 16:34:00,81.14,56.5
2021-09-18 17:04:00,82.22,54.7
2021-09-18 17:34:00,82.22,54.3
2021-09-18 18:04:00,79.88,57
2021-09-18 18:34:00,77.72,59.4
2021-09-18 19:04:00,75.92,62
2021-09-18 19:34:00,74.66,64
2021-09-18 20:04:00,73.76,65.4
2021-09-18 20:34:00,73.04,66.6
2021-09-18 21:04:00,72.32,68.2
2021-09-18 21:34:00,71.96,69
2021-09-18 22:04:00,71.6,69.5
2021-09-18 22:34:00,71.06,70.3
2021-09-18 23:04:00,70.7,71.1
2021-09-18 23:34:00,70.16,71.6
2021-09-19 00:04:00,69.8,72.2
2021-09-19 00:34:00,69.62,73
2021-09-19 01:04:00,69.26,72.9
2021-09-19 01:34:00,68.72,74.1
2021-09-19 02:04:00,68.18,73.5
2021-09-19 02:34:00,68.72,74.8
2021-09-19 03:04:00,68.72,74.9
2021-09-19 03:34:00,68.54,74.3
2021-09-19 04:04:00,68.18,75
2021-09-19 04:34:00,68,76.3
2021-09-19 05:04:00,67.82,76.1
2021-09-19 05:34:00,67.64,76.5
2021-09-19 06:04:00,66.92,76.8
2021-09-19 06:34:00,66.92,77.1
2021-09-19 07:04:00,69.62,75.4
2021-09-19 07:34:00,74.66,69.4
2021-09-19 08:04:00,76.1,67.1
2021-09-19 08:34:00,81.5,61.1
2021-09-19 09:04:00,87.26,53.7
2021-09-19 09:34:00,93.02,47.8
2021-09-19 10:04:00,89.42,50.8
2021-09-19 10:34:00,92.66,47.4
2021-09-19 11:04:00,93.92,46
2021-09-19 11:34:00,92.84,46.7
2021-09-19 12:04:00,93.38,45.9
2021-09-19 12:34:00,93.74,45.1
2021-09-19 13:04:00,94.1,45
2021-09-19 13:34:00,91.76,47
2021-09-19 14:04:00,90.68,48.4
2021-09-19 14:34:00,89.06,49.5
2021-09-19 15:04:00,90.14,47.7
2021-09-19 15:34:00,88.34,50.7
2021-09-19 16:04:00,89.06,49
2021-09-19 16:34:00,88.88,48.9
2021-09-19 17:04:00,89.42,48.3
2021-09-19 17:34:00,84.56,53.5
2021-09-19 18:04:00,81.14,57.5
2021-09-19 18:34:00,79.16,59.9
2021-09-19 19:04:00,77,62
2021-09-19 19:34:00,75.38,64.1
2021-09-19 20:04:00,74.48,65
2021-09-19 20:34:00,73.58,65.5
2021-09-19 21:04:00,72.86,66.7
2021-09-19 21:34:00,72.14,68
2021-09-19 22:04:00,71.24,68.6
2021-09-19 22:34:00,70.34,69.8
2021-09-19 23:04:00,69.8,70.7
2021-09-19 23:34:00,69.08,70.9
2021-09-20 00:04:00,68.72,71.4
2021-09-20 00:34:00,68.72,71.5
2021-09-20 01:04:00,68.54,72.5
2021-09-20 01:34:00,67.82,72.6
2021-09-20 02:04:00,67.64,73.1
2021-09-20 02:34:00,67.28,73
2021-09-20 03:04:00,66.92,73.8
2021-09-20 03:34:00,66.2,74.3
2021-09-20 04:04:00,65.84,74.5
2021-09-20 04:34:00,66.02,75.6
2021-09-20 05:04:00,66.2,75.3
2021-09-20 05:34:00,65.48,74.9
2021-09-20 06:04:00,65.3,76.2
2021-09-20 06:34:00,65.66,76
2021-09-20 07:04:00,66.56,75.5
2021-09-20 07:34:00,72.68,70.1
2021-09-20 08:04:00,77.9,64.8
2021-09-20 08:34:00,81.32,59.5
2021-09-20 09:04:00,86,54.4
2021-09-20 09:34:00,87.98,50.5
2021-09-20 10:04:00,86.72,51.9
2021-09-20 10:34:00,92.12,46.2
2021-09-20 11:04:00,96.8,43
2021-09-20 11:34:00,96.44,43.1
2021-09-20 12:04:00,90.5,46.3
2021-09-20 12:34:00,89.42,46.8
2021-09-20 13:04:00,88.52,47.6
2021-09-20 13:34:00,91.4,44.7
2021-09-20 14:04:00,88.88,47.3
2021-09-20 14:34:00,88.52,48.8
2021-09-20 15:04:00,87.98,49.3
2021-09-20 15:34:00,85.64,51.5
2021-09-20 16:04:00,85.1,51.5
2021-09-20 16:34:00,83.12,53.4
2021-09-20 17:04:00,83.12,53.9
2021-09-20 17:34:00,82.4,54.9
2021-09-20 18:04:00,80.78,56
2021-09-20 18:34:00,78.44,58.7
2021-09-20 19:04:00,76.28,60.8
2021-09-20 19:34:00,74.66,63
2021-09-20 20:04:00,73.4,64.1
2021-09-20 20:34:00,72.68,64.6
2021-09-20 21:04:00,71.42,66
2021-09-20 21:34:00,71.06,66.6
2021-09-20 22:04:00,70.7,66.9
2021-09-20 22:34:00,70.52,67.5
2021-09-20 23:04:00,70.16,68.5
2021-09-20 23:34:00,70.16,68.9
2021-09-21 00:04:00,70.16,69.1
2021-09-21 00:34:00,69.98,69.8
2021-09-21 01:04:00,69.44,70.3
2021-09-21 01:34:00,68.72,71
2021-09-21 02:04:00,67.82,71.5
2021-09-21 02:34:00,67.64,72.9
2021-09-21 03:04:00,67.28,72.2
2021-09-21 03:34:00,66.92,72.6
2021-09-21 04:04:00,66.56,73.2
2021-09-21 04:34:00,66.38,73.1
2021-09-21 05:04:00,66.56,73.6
2021-09-21 05:34:00,66.74,73.9
2021-09-21 06:04:00,66.92,74.5
2021-09-21 06:34:00,67.64,74.5
2021-09-21 07:04:00,69.26,73.3
2021-09-21 07:34:00,74.66,68.1
2021-09-21 08:04:00,80.96,60
2021-09-21 08:34:00,81.86,58.4
2021-09-21 09:04:00,82.4,58.4
2021-09-21 09:34:00,83.12,58.6
2021-09-21 10:04:00,83.12,58.4
2021-09-21 10:34:00,84.02,57.1
2021-09-21 11:04:00,84.56,56.8
2021-09-21 11:34:00,84.92,56.3
2021-09-21 12:04:00,87.26,54
2021-09-21 12:34:00,85.28,55.4
2021-09-21 13:04:00,83.3,57.2
2021-09-21 13:34:00,86.36,55.3
2021-09-21 14:04:00,86.36,54.5
2021-09-21 14:34:00,85.28,55.3
2021-09-21 15:04:00,84.56,54.9
2021-09-21 15:34:00,83.12,56.4
2021-09-21 16:04:00,85.1,53.4
2021-09-21 16:34:00,84.92,52.8
2021-09-21 17:04:00,82.94,54.6
2021-09-21 17:34:00,81.14,56.7
2021-09-21 18:04:00,79.52,58.8
2021-09-21 18:34:00,77.72,60.7
2021-09-21 19:04:00,75.92,62.4
2021-09-21 19:34:00,74.66,64.1
2021-09-21 20:04:00,73.58,65.5
2021-09-21 20:34:00,72.86,66.5
2021-09-21 21:04:00,72.32,67.5
2021-09-21 21:34:00,71.6,68.2
2021-09-21 22:04:00,70.88,68.5
2021-09-21 22:34:00,70.52,68.8
2021-09-21 23:04:00,70.34,69.4
2021-09-21 23:34:00,69.62,70
2021-09-22 00:04:00,69.08,71.3
2021-09-22 00:34:00,68.9,71.2
2021-09-22 01:04:00,68.72,71.2
2021-09-22 01:34:00,68.18,71.7
2021-09-22 02:04:00,67.82,72.2
2021-09-22 02:34:00,67.46,73
2021-09-22 03:04:00,66.92,74.2
2021-09-22 03:34:00,66.74,74.6
2021-09-22 04:04:00,66.56,74.5
2021-09-22 04:34:00,66.02,74.6
2021-09-22 05:04:00,65.84,75.7
2021-09-22 05:34:00,65.48,75.6
2021-09-22 06:04:00,65.48,76.1
2021-09-22 06:34:00,65.3,76.9
2021-09-22 07:04:00,67.64,74.8
2021-09-22 07:34:00,71.96,69.6
2021-09-22 08:04:00,76.64,64.5
2021-09-22 08:34:00,81.5,58.1
2021-09-22 09:04:00,86.36,52.3
2021-09-22 09:34:00,90.32,48.2
2021-09-22 10:04:00,94.1,43.8
2021-09-22 10:34:00,96.08,41.3
2021-09-22 11:04:00,97.7,39.9
2021-09-22 11:34:00,96.26,40.1
2021-09-22 12:04:00,92.12,43.3
2021-09-22 12:34:00,93.02,42.1
2021-09-22 13:04:00,89.42,44.7
2021-09-22 13:34:00,89.6,44.9
2021-09-22 14:04:00,91.94,43.9
2021-09-22 14:34:00,87.8,48.7
2021-09-22 15:04:00,89.78,47
2021-09-22 15:34:00,88.52,48.2
2021-09-22 16:04:00,87.44,49.2
2021-09-22 16:34:00,86,51.2
2021-09-22 17:04:00,84.56,52.7
2021-09-22 17:34:00,82.76,54.9
2021-09-22 18:04:00,81.32,55.2
2021-09-22 18:34:00,79.16,58.1
2021-09-22 19:04:00,77,60.5
2021-09-22 19:34:00,75.92,62
2021-09-22 20:04:00,74.66,63.8
2021-09-22 20:34:00,73.58,64.4
2021-09-22 21:04:00,72.86,65.9
2021-09-22 21:34:00,72.14,66.9
2021-09-22 22:04:00,71.6,68.3
2021-09-22 22:34:00,71.24,68.8
2021-09-22 23:04:00,70.52,69.1
2021-09-22 23:34:00,70.34,70.1
2021-09-23 00:04:00,69.44,70.6
2021-09-23 00:34:00,68.9,71
2021-09-23 01:04:00,68.72,71.7
2021-09-23 01:34:00,68.72,72.5
2021-09-23 02:04:00,68.18,72.5
2021-09-23 02:34:00,67.82,73.4
2021-09-23 03:04:00,67.1,73.7
2021-09-23 03:34:00,66.38,73.7
2021-09-23 04:04:00,65.66,73.8
2021-09-23 04:34:00,64.94,74.3
2021-09-23 05:04:00,65.12,75
2021-09-23 05:34:00,64.58,74.8
2021-09-23 06:04:00,64.04,75.2
2021-09-23 06:34:00,63.68,75.2
2021-09-23 07:04:00,65.12,75.4
2021-09-23 07:34:00,69.62,71.4
2021-09-23 08:04:00,76.1,64.7
2021-09-23 08:34:00,80.06,61.7
2021-09-23 09:04:00,84.38,56.8
2021-09-23 09:34:00,87.08,52.9
2021-09-23 10:04:00,84.92,54.7
2021-09-23 10:34:00,83.66,56.8
2021-09-23 11:04:00,86.36,54.6
2021-09-23 11:34:00,86.9,52.5
2021-09-23 12:04:00,84.74,55.4
2021-09-23 12:34:00,86.9,53
2021-09-23 13:04:00,86.9,53.4
2021-09-23 13:34:00,89.06,51.1
2021-09-23 14:04:00,86.9,53.3
2021-09-23 14:34:00,85.28,54.2
2021-09-23 15:04:00,85.82,53.4
2021-09-23 15:34:00,84.02,55.4
2021-09-23 16:04:00,83.48,56.6
2021-09-23 16:34:00,83.48,57
2021-09-23 17:04:00,82.76,57.7
2021-09-23 17:34:00,82.76,57.8
2021-09-23 18:04:00,80.78,59.9
2021-09-23 18:34:00,79.34,61.5
2021-09-23 19:04:00,76.82,63.9
2021-09-23 19:34:00,75.2,65.9
2021-09-23 20:04:00,73.76,67.6
2021-09-23 20:34:00,72.68,69.3
2021-09-23 21:04:00,72.32,69.4
2021-09-23 21:34:00,72.32,69.4
2021-09-23 22:04:00,72.32,70.2
2021-09-23 22:34:00,71.42,70.4
2021-09-23 23:04:00,71.06,71
2021-09-23 23:34:00,71.42,71.2
2021-09-24 00:04:00,71.24,71.8
2021-09-24 00:34:00,70.52,71.9
2021-09-24 01:04:00,69.98,73
2021-09-24 01:34:00,68.9,73.6
2021-09-24 02:04:00,68.36,73.8
2021-09-24 02:34:00,68.36,75.3
2021-09-24 03:04:00,68.18,75.6
2021-09-24 03:34:00,68.18,76
2021-09-24 04:04:00,68.54,76.5
2021-09-24 04:34:00,68.72,76.5
2021-09-24 05:04:00,68.72,76.3
2021-09-24 05:34:00,68.36,76.6
2021-09-24 06:04:00,68,77
2021-09-24 06:34:00,67.64,77.4
2021-09-24 07:04:00,69.62,76.3
2021-09-24 07:34:00,74.12,70.4
2021-09-24 08:04:00,78.62,66
2021-09-24 08:34:00,82.22,61.8
2021-09-24 09:04:00,82.22,61.1
2021-09-24 09:34:00,80.96,61.7
2021-09-24 10:04:00,82.94,58.9
2021-09-24 10:34:00,82.4,59.2
